id,n_clauses,fl_problem,nl_problem,nl_solution,fl_problem_renamed,dsl_problem_renamed
168,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a f f g a f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AF:FG = AF:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a f f g a f f g",
169,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle a g f g a g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(AG,FG) = ∠(AG,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle a g f g a g f g",
170,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a g f g a g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> AG:FG = AG:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio a g f g a g f g",
171,1,a b c d = eqdia_quadrangle a b c d ? eqangle b c b d b c b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BD) = ∠(BC,BD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle b c b d b c b d,
172,1,a b c d = eqdia_quadrangle a b c d ? eqratio b c b d b c b d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BD = BC:BD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio b c b d b c b d,
173,1,a b c d = eqdia_quadrangle a b c d ? sameclock b c d b c d,,"==========================
* From theorem premises:
Points : A, B, C, D
 (Numerical Check)=> BCD are sameclock to BCD [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d ? sameclock b c d b c d,
174,1,a b c d = eqdia_quadrangle a b c d ? eqangle b c c d b c c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CD) = ∠(BC,CD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle b c c d b c c d,
175,1,a b c d = eqdia_quadrangle a b c d ? eqratio b c c d b c c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CD = BC:CD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio b c c d b c c d,
176,1,a b c d = eqdia_quadrangle a b c d ? eqangle b d c d b d c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,CD) = ∠(BD,CD) [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqangle b d c d b d c d,
177,1,a b c d = eqdia_quadrangle a b c d ? eqratio b d c d b d c d,,"==========================
* From theorem premises:
Points : A, B, C, D

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:CD = BD:CD [g0]
==========================",a b c d = eqdia_quadrangle a b c d ? eqratio b d c d b d c d,
178,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b c b e b c b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BE) = ∠(BC,BE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b c b e b c b e",
179,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b c b e b c b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BE = BC:BE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b c b e b c b e",
180,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock b c e b c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> BCE are sameclock to BCE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock b c e b c e",
181,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b c c e b c c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CE) = ∠(BC,CE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b c c e b c c e",
182,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b c c e b c c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CE = BC:CE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b c c e b c c e",
183,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b e c e b e c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,CE) = ∠(BE,CE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b e c e b e c e",
184,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b e c e b e c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:CE = BE:CE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b e c e b e c e",
185,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b c b f b c b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BF) = ∠(BC,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b c b f b c b f",
186,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b c b f b c b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BF = BC:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b c b f b c b f",
187,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock b c f b c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BCF are sameclock to BCF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock b c f b c f",
188,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b c c f b c c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CF) = ∠(BC,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b c c f b c c f",
189,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b c c f b c c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CF = BC:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b c c f b c c f",
190,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b f c f b f c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,CF) = ∠(BF,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b f c f b f c f",
191,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b f c f b f c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:CF = BF:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b f c f b f c f",
192,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b c b g b c b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,BG) = ∠(BC,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b c b g b c b g",
193,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b c b g b c b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:BG = BC:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b c b g b c b g",
194,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock b c g b c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BCG are sameclock to BCG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock b c g b c g",
195,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b c c g b c c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BC,CG) = ∠(BC,CG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b c c g b c c g",
196,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b c c g b c c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BC:CG = BC:CG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b c c g b c c g",
197,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b g c g b g c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,CG) = ∠(BG,CG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b g c g b g c g",
198,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b g c g b g c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:CG = BG:CG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b g c g b g c g",
199,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b d b e b d b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BE) = ∠(BD,BE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b d b e b d b e",
200,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b d b e b d b e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BE = BD:BE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b d b e b d b e",
201,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock b d e b d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> BDE are sameclock to BDE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock b d e b d e",
202,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b d d e b d d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DE) = ∠(BD,DE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b d d e b d d e",
203,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b d d e b d d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DE = BD:DE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b d d e b d d e",
204,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b e d e b e d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,DE) = ∠(BE,DE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle b e d e b e d e",
205,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b e d e b e d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:DE = BE:DE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio b e d e b e d e",
206,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b d b f b d b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BF) = ∠(BD,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b d b f b d b f",
207,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b d b f b d b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BF = BD:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b d b f b d b f",
208,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock b d f b d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BDF are sameclock to BDF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock b d f b d f",
209,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b d d f b d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DF) = ∠(BD,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b d d f b d d f",
210,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b d d f b d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DF = BD:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b d d f b d d f",
211,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b f d f b f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,DF) = ∠(BF,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b f d f b f d f",
212,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b f d f b f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:DF = BF:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b f d f b f d f",
213,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b d b g b d b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,BG) = ∠(BD,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b d b g b d b g",
214,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b d b g b d b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:BG = BD:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b d b g b d b g",
215,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock b d g b d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BDG are sameclock to BDG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock b d g b d g",
216,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b d d g b d d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BD,DG) = ∠(BD,DG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b d d g b d d g",
217,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b d d g b d d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BD:DG = BD:DG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b d d g b d d g",
218,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b g d g b g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,DG) = ∠(BG,DG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b g d g b g d g",
219,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b g d g b g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:DG = BG:DG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b g d g b g d g",
220,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b e b f b e b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,BF) = ∠(BE,BF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b e b f b e b f",
221,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b e b f b e b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:BF = BE:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b e b f b e b f",
222,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock b e f b e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BEF are sameclock to BEF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock b e f b e f",
223,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b e e f b e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,EF) = ∠(BE,EF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b e e f b e e f",
224,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b e e f b e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:EF = BE:EF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b e e f b e e f",
